"","ID","NoAuthors","NoCollaborations","Origin.Country","Int.Collab","Countries","journal"
"12152","25365169",5,4,"Netherlands",1,"Netherlands","plos one"
"12153","25365168",11,2,"Japan",1,"Japan","plos one"
"12154","25365118",3,3,"Malaysia",2,"Malaysia,Romania","plos one"
"12155","25365071",4,3,"Sweden",3,"Sweden,Estonia,Finland","plos one"
"12156","25365070",9,5,"Georgia",2,"Georgia,United States","plos one"
"12157","25365062",6,4,"United States",1,"United States","plos one"
"12158","25365044",10,5,"France",1,"France","plos one"
"12159","25365042",5,1,"China",1,"China","plos one"
"12160","25365040",5,4,"United States",1,"United States","plos one"
"12161","25365039",91,5,"France",1,"France","plos one"
"12162","25365028",10,9,"China",3,"China,Australia,United States","plos one"
"12163","25365026",15,4,"China",1,"China","plos one"
"12164","25364981",3,3,"Portugal",1,"Portugal","plos one"
"12165","25364977",8,3,"Switzerland",1,"Switzerland","plos one"
"12166","25364938",4,3,"China",1,"China","plos one"
"12167","25364915",5,4,"Australia",2,"Australia,United States","plos one"
"12168","25364912",7,1,"China",1,"China","plos one"
"12169","25364910",4,1,"United States",1,"United States","plos one"
"12170","25364909",8,2,"Italy",1,"Italy","plos one"
"12171","25364908",9,1,"China",1,"China","plos one"
"12172","25364906",6,4,"Italy",1,"Italy","plos one"
"12173","25364905",13,5,"India",2,"India,United Kingdom","plos one"
"12174","25364904",2,2,"Norway",1,"Norway","plos one"
"12175","25364903",7,2,"India",1,"India","plos one"
"12176","25364902",3,1,"United States",1,"United States","plos one"
"12177","25364831",21,5,"China",1,"China","plos one"
"12178","25364829",8,6,"Switzerland",2,"Switzerland,United States","plos one"
"12179","25364827",6,3,"India",2,"India,United States","plos one"
"12180","25364825",10,4,"China",1,"China","plos one"
"12181","25364823",5,5,"Sweden",3,"Sweden,France,Switzerland","plos one"
"12182","25364822",20,5,"France",1,"France","plos one"
"12183","25364821",8,3,"Taiwan",1,"Taiwan","plos one"
"12184","25364820",6,2,"China",1,"China","plos one"
"12185","25364819",6,2,"Korea",1,"Korea","plos one"
"12186","25364818",11,2,"Italy",1,"Italy","plos one"
"12187","25364817",6,6,"Sweden",1,"Sweden","plos one"
"12188","25364816",16,10,"Japan",1,"Japan","plos one"
"12189","25361073",9,3,"China",1,"China","plos one"
"12190","25361058",12,7,"Korea",1,"Korea","plos one"
"12191","25361049",6,2,"Australia",1,"Australia","plos one"
"12192","25360904",8,4,"Canada",1,"Canada","plos one"
"12193","25360893",2,1,"Canada",1,"Canada","plos one"
"12194","25360892",9,3,"China",1,"China","plos one"
"12195","25360890",10,1,"Argentina",1,"Argentina","plos one"
"12196","25360888",5,3,"Denmark",1,"Denmark","plos one"
"12197","25360880",8,5,"India",2,"India,United States","plos one"
"12198","25360877",5,3,"United States",1,"United States","plos one"
"12199","25360876",6,2,"United States",1,"United States","plos one"
"12200","25360821",11,2,"France",1,"France","plos one"
"12201","25360819",12,4,"Kenya",3,"Kenya,United States,United Kingdom","plos one"
"12202","25360818",2,2,"United States",1,"United States","plos one"
"12203","25360815",4,3,"Canada",3,"Canada,Uganda,United States","plos one"
"12204","25360813",5,2,"United Kingdom",1,"United Kingdom","plos one"
"12205","25360811",8,6,"Malaysia",2,"Malaysia,United Kingdom","plos one"
"12206","25360806",13,2,"United Kingdom",2,"United Kingdom,Jordan","plos one"
"12207","25360804",5,3,"Belgium",2,"Belgium,Sweden","plos one"
"12208","25360799",2,2,"Canada",1,"Canada","plos one"
"12209","25360798",8,2,"India",1,"India","plos one"
"12210","25360797",10,3,"United Kingdom",1,"United Kingdom","plos one"
"12211","25360796",5,4,"China",1,"China","plos one"
"12212","25360795",7,3,"France",1,"France","plos one"
"12213","25360787",2,1,"Germany",1,"Germany","plos one"
"12214","25360786",4,1,"China",1,"China","plos one"
"12215","25360785",8,4,"China",1,"China","plos one"
"12216","25360784",10,3,"Brazil",2,"Brazil,United Kingdom","plos one"
"12217","25360783",7,6,"France",5,"France,United States,Denmark,Spain,Italy","plos one"
"12218","25360782",6,5,"South Africa",3,"South Africa,Zimbabwe,United Kingdom","plos one"
"12219","25360781",6,6,"Australia",1,"Australia","plos one"
"12220","25360780",10,2,"United Kingdom",1,"United Kingdom","plos one"
"12221","25360779",6,3,"Germany",1,"Germany","plos one"
"12222","25360778",14,6,"Hungary",3,"Hungary,Poland,Japan","plos one"
"12223","25360777",3,2,"United Kingdom",1,"United Kingdom","plos one"
"12224","25360776",11,3,"United Kingdom",1,"United Kingdom","plos one"
"12225","25360775",7,1,"China",1,"China","plos one"
"12226","25360770",2,1,"United States",1,"United States","plos one"
"12227","25360769",5,2,"Taiwan",1,"Taiwan","plos one"
"12228","25360768",2,1,"Israel",1,"Israel","plos one"
"12229","25360767",9,7,"Taiwan",1,"Taiwan","plos one"
"12230","25360765",5,3,"Brazil",1,"Brazil","plos one"
"12231","25360763",8,5,"Australia",1,"Australia","plos one"
"12232","25360760",5,1,"United States",1,"United States","plos one"
"12233","25360759",9,8,"Japan",1,"Japan","plos one"
"12234","25360758",10,6,"United States",3,"United States,Kenya,Georgia","plos one"
"12235","25360757",4,1,"China",1,"China","plos one"
"12236","25360756",6,1,"United States",1,"United States","plos one"
"12237","25360755",3,1,"India",1,"India","plos one"
"12238","25360754",14,6,"Korea",2,"Korea,Romania","plos one"
"12239","25360753",6,2,"Canada",1,"Canada","plos one"
"12240","25360752",3,3,"Canada",2,"Canada,United States","plos one"
"12241","25360751",4,3,"China",1,"China","plos one"
"12242","25360750",5,3,"Canada",1,"Canada","plos one"
"12243","25360749",7,5,"Taiwan",1,"Taiwan","plos one"
"12244","25360748",3,1,"India",1,"India","plos one"
"12245","25360746",6,3,"Australia",1,"Australia","plos one"
"12246","25360745",14,5,"Chile",3,"Chile,NA,United States","plos one"
"12247","25360744",6,1,"Brazil",1,"Brazil","plos one"
"12248","25360743",11,8,"China",1,"China","plos one"
"12249","25360742",8,3,"China",1,"China","plos one"
"12250","25360741",5,4,"Australia",2,"Australia,United States","plos one"
"12251","25360740",6,4,"Turkey",1,"Turkey","plos one"
"12252","25360739",6,1,"China",1,"China","plos one"
"12253","25360738",2,1,"China",1,"China","plos one"
"12254","25360721",5,2,"China",1,"China","plos one"
"12255","25360719",5,1,"United States",1,"United States","plos one"
"12256","25360718",16,10,"China",1,"China","plos one"
"12257","25360717",6,2,"Germany",1,"Germany","plos one"
"12258","25360716",6,3,"China",1,"China","plos one"
"12259","25360710",8,5,"Norway",2,"Norway,United States","plos one"
"12260","25360709",6,5,"Netherlands",2,"Netherlands,Ghana","plos one"
"12261","25360708",6,3,"Georgia",2,"Georgia,China","plos one"
"12262","25360707",9,5,"Japan",2,"Japan,Vietnam","plos one"
"12263","25360706",8,4,"China",1,"China","plos one"
"12264","25360705",5,2,"Korea",1,"Korea","plos one"
"12265","25360699",7,2,"China",1,"China","plos one"
"12266","25360698",9,4,"Austria",2,"Austria,Germany","plos one"
"12267","25360697",4,2,"Italy",1,"Italy","plos one"
"12268","25360695",7,2,"India",1,"India","plos one"
"12269","25360692",10,3,"China",1,"China","plos one"
"12270","25360690",4,4,"United Kingdom",2,"United Kingdom,Georgia","plos one"
"12271","25360686",5,4,"Canada",1,"Canada","plos one"
"12272","25360685",5,3,"Singapore",2,"Singapore,France","plos one"
"12273","25360682",22,19,"Taiwan",5,"Taiwan,United States,United Kingdom,Australia,Italy","plos one"
"12274","25360680",5,3,"Pakistan",1,"Pakistan","plos one"
"12275","25360679",14,3,"China",1,"China","plos one"
"12276","25360678",8,4,"Canada",2,"Canada,Hanover","plos one"
"12277","25360677",10,5,"Australia",3,"Australia,United States,Spain","plos one"
"12278","25360676",4,3,"United States",1,"United States","plos one"
"12279","25360675",6,3,"China",2,"China,Canada","plos one"
"12280","25360671",13,7,"United States",1,"United States","plos one"
"12281","25360670",7,2,"China",1,"China","plos one"
"12282","25360669",10,7,"United Kingdom",1,"United Kingdom","plos one"
"12283","25360668",3,2,"China",2,"China,United States","plos one"
"12284","25360667",3,1,"India",1,"India","plos one"
"12285","25360666",16,5,"France",2,"France,United States","plos one"
"12286","25360664",10,2,"China",1,"China","plos one"
"12287","25360663",4,3,"Malaysia",1,"Malaysia","plos one"
"12288","25360662",7,3,"Belgium",2,"Belgium,Japan","plos one"
"12289","25360660",7,2,"China",1,"China","plos one"
"12290","25360638",5,3,"France",1,"France","plos one"
"12291","25360637",3,1,"Netherlands",1,"Netherlands","plos one"
"12292","25360635",3,2,"China",2,"China,Germany","plos one"
"12293","25360634",9,6,"France",1,"France","plos one"
"12294","25360633",5,5,"China",1,"China","plos one"
"12295","25360631",10,3,"China",1,"China","plos one"
"12296","25360629",5,2,"United States",1,"United States","plos one"
"12297","25360627",11,5,"Italy",2,"Italy,United States","plos one"
"12298","25360623",4,1,"United States",1,"United States","plos one"
"12299","25360622",9,5,"China",3,"China,India,United States","plos one"
"12300","25360621",6,4,"China",2,"China,United States","plos one"
"12301","25360620",2,1,"Canada",1,"Canada","plos one"
"12302","25360619",12,7,"Japan",1,"Japan","plos one"
"12303","25360617",2,2,"United States",1,"United States","plos one"
"12304","25360616",3,2,"Netherlands",2,"Netherlands,United Kingdom","plos one"
"12305","25360615",4,4,"United States",2,"United States,Hanover","plos one"
"12306","25360612",4,3,"Netherlands",1,"Netherlands","plos one"
"12307","25360611",4,4,"United States",1,"United States","plos one"
"12308","25360610",8,4,"Italy",1,"Italy","plos one"
"12309","25360609",6,1,"Germany",1,"Germany","plos one"
"12310","25360605",10,3,"China",2,"China,United States","plos one"
"12311","25360602",5,2,"Belgium",1,"Belgium","plos one"
"12312","25360601",8,6,"Canada",2,"Canada,United States","plos one"
"12313","25360600",12,3,"China",1,"China","plos one"
"12314","25360599",6,3,"United States",1,"United States","plos one"
"12315","25360597",9,5,"Italy",1,"Italy","plos one"
"12316","25360596",11,5,"China",1,"China","plos one"
"12317","25360594",15,1,"Japan",1,"Japan","plos one"
"12318","25360593",11,2,"Korea",1,"Korea","plos one"
"12319","25360592",4,2,"Switzerland",1,"Switzerland","plos one"
"12320","25360591",5,3,"Germany",3,"Germany,China,Taiwan","plos one"
"12321","25360589",7,5,"Taiwan",2,"Taiwan,China","plos one"
"12322","25360588",9,2,"China",1,"China","plos one"
"12323","25360587",9,7,"France",1,"France","plos one"
"12324","25360586",4,4,"China",1,"China","plos one"
"12325","25360562",9,3,"Belgium",2,"Belgium,Netherlands","plos one"
"12326","25360561",8,3,"Italy",1,"Italy","plos one"
"12327","25360558",10,5,"Saudi Arabia",3,"Saudi Arabia,United Kingdom,Denmark","plos one"
"12328","25360557",6,4,"Italy",2,"Italy,United States","plos one"
"12329","25360552",10,4,"United States",1,"United States","plos one"
"12330","25360551",141,9,"Burkina Faso",2,"Burkina Faso,France","plos one"
"12331","25360550",10,4,"France",3,"France,Spain,United States","plos one"
"12332","25360548",18,6,"United States",1,"United States","plos one"
"12333","25360542",12,4,"China",1,"China","plos one"
"12334","25360538",5,1,"United States",1,"United States","plos one"
"12335","25360533",5,3,"China",1,"China","plos one"
"12336","25360532",3,1,"United Kingdom",1,"United Kingdom","plos one"
"12337","25360527",13,4,"Burkina Faso",2,"Burkina Faso,France","plos one"
"12338","25360526",7,3,"Germany",2,"Germany,Portugal","plos one"
"12339","25360525",6,4,"Germany",1,"Germany","plos one"
"12340","25360524",4,1,"Netherlands",1,"Netherlands","plos one"
"12341","25360523",7,2,"Germany",1,"Germany","plos one"
"12342","25360522",14,3,"China",1,"China","plos one"
"12343","25360521",26,6,"China",1,"China","plos one"
"12344","25360520",11,5,"New Zealand",2,"New Zealand,United States","plos one"
"12345","25360519",2,1,"United States",1,"United States","plos one"
"12346","25360513",7,3,"United States",1,"United States","plos one"
"12347","25357250",11,3,"China",1,"China","plos one"
"12348","25357246",15,10,"Egypt",3,"Egypt,France,United States","plos one"
"12349","25357245",5,5,"United States",1,"United States","plos one"
"12350","25357207",5,2,"China",1,"China","plos one"
"12351","25357201",3,3,"South Africa",1,"South Africa","plos one"
"12352","25357200",3,1,"United States",1,"United States","plos one"
"12353","25357199",14,3,"Japan",1,"Japan","plos one"
"12354","25357195",7,1,"Japan",1,"Japan","plos one"
"12355","25357191",3,1,"United States",1,"United States","plos one"
"12356","25357190",7,1,"Israel",1,"Israel","plos one"
"12357","25357176",10,4,"Germany",1,"Germany","plos one"
"12358","25357131",4,1,"United States",1,"United States","plos one"
"12359","25357130",4,1,"Japan",1,"Japan","plos one"
"12360","25357129",15,5,"Portugal",1,"Portugal","plos one"
"12361","25357128",2,2,"Taiwan",2,"Taiwan,Canada","plos one"
"12362","25357124",4,1,"Italy",1,"Italy","plos one"
"12363","25357075",9,2,"United States",2,"United States,Korea","plos one"
"12364","25357000",8,6,"China",3,"China,United States,Georgia","plos one"
"12365","25356998",3,1,"Germany",1,"Germany","plos one"
"12366","25356997",13,4,"Bavaria",4,"Bavaria,Germany,Sweden,Switzerland","plos one"
"12367","25356987",5,3,"China",1,"China","plos one"
"12368","25356982",2,2,"United States",1,"United States","plos one"
"12369","25356977",9,5,"United Kingdom",1,"United Kingdom","plos one"
"12370","25356931",3,3,"Georgia",1,"Georgia","plos one"
"12371","25356917",3,2,"United Kingdom",1,"United Kingdom","plos one"
"12372","25356912",3,2,"Germany",1,"Germany","plos one"
"12373","25356910",3,2,"Korea",2,"Korea,United States","plos one"
"12374","25356905",4,1,"Switzerland",1,"Switzerland","plos one"
"12375","25356904",2,1,"India",1,"India","plos one"
"12376","25356898",9,6,"Malaysia",5,"Malaysia,United Kingdom,Italy,Belgium,Netherlands","plos one"
"12377","25356878",3,3,"United States",1,"United States","plos one"
"12378","25356845",3,3,"China",1,"China","plos one"
"12379","25356841",2,1,"Austria",1,"Austria","plos one"
"12380","25356831",16,6,"Netherlands",2,"Netherlands,Germany","plos one"
"12381","25356830",6,1,"China",1,"China","plos one"
"12382","25356826",6,4,"Netherlands",1,"Netherlands","plos one"
"12383","25356812",7,2,"China",1,"China","plos one"
"12384","25356794",5,4,"Italy",3,"Italy,Denmark,Switzerland","plos one"
"12385","25356790",7,2,"China",1,"China","plos one"
"12386","25356781",3,2,"Germany",2,"Germany,United States","plos one"
"12387","25356773",5,3,"United States",1,"United States","plos one"
"12388","25356771",12,6,"United Kingdom",1,"United Kingdom","plos one"
"12389","25356770",5,5,"United Kingdom",1,"United Kingdom","plos one"
"12390","25356766",9,4,"United States",3,"United States,Canada,New Zealand","plos one"
"12391","25356750",8,2,"Japan",1,"Japan","plos one"
"12392","25356743",5,2,"United States",2,"United States,Australia","plos one"
"12393","25356742",8,7,"Korea",1,"Korea","plos one"
"12394","25356738",20,2,"China",1,"China","plos one"
"12395","25356735",7,3,"China",2,"China,Australia","plos one"
"12396","25356729",2,1,"Brazil",1,"Brazil","plos one"
"12397","25356728",14,6,"United States",1,"United States","plos one"
"12398","25356726",12,6,"China",2,"China,United States","plos one"
"12399","25356721",4,2,"China",1,"China","plos one"
"12400","25356686",6,2,"Sweden",2,"Sweden,United States","plos one"
"12401","25356680",6,2,"Belarus",2,"Belarus,Luxembourg","plos one"
"12402","25356676",2,1,"United States",1,"United States","plos one"
"12403","25356669",9,3,"Japan",1,"Japan","plos one"
"12404","25356668",10,2,"United States",1,"United States","plos one"
"12405","25356667",4,4,"Canada",3,"Canada,United States,Brazil","plos one"
"12406","25356654",2,1,"United States",1,"United States","plos one"
"12407","25356653",11,5,"Italy",1,"Italy","plos one"
"12408","25356641",8,6,"Korea",3,"Korea,Georgia,United States","plos one"
"12409","25356636",5,2,"United States",1,"United States","plos one"
"12410","25356629",5,3,"United Kingdom",2,"United Kingdom,United States","plos one"
"12411","25356628",7,4,"Spain",1,"Spain","plos one"
"12412","25356627",8,5,"Brazil",2,"Brazil,United States","plos one"
"12413","25356596",11,4,"China",1,"China","plos one"
"12414","25356595",7,3,"Brazil",2,"Brazil,Georgia","plos one"
